rt,response,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,ID,prolific_id,success,timeout,failed_images,failed_audio,failed_video,stimulus,trial_category,question_order,slider_start,stimulus_name
8467,"[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""No""},{""name"":""age"",""value"":""33""},{""name"":""gender"",""value"":""female""},{""name"":""comments"",""value"":""""}]",survey-html-form,34,323813,0.0-34.0,17,1,2024-07-22 20:32:48,c42334ae11bd6e373fa9fec6f52302a2,174.51.107.205,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",0ppyeomrp,665f6c4857f52e18b1ca2fe9,,,,,,,debrief,,,
10717,"{""Q0"":""0ppyeomrp""}",survey-text,35,334533,0.0-35.0,17,1,2024-07-22 20:32:48,c42334ae11bd6e373fa9fec6f52302a2,174.51.107.205,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",0ppyeomrp,665f6c4857f52e18b1ca2fe9,,,,,,,,,,
4039,"{""prolific_id"":""5c3d07a85a994b0001c10bb2""}",survey-text,0,4049,0.0-0.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,,,,,
,,preload,1,6854,0.0-1.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,true,false,[],[],[],,,,,
2852, ,html-keyboard-response,2,9707,0.0-2.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,"<p style=""text-align:center;width:700px;""> Welcome to the experiment! This study takes most people around 10 minutes to complete. Please complete it in one sitting.</p>",,,,
10986,y,html-keyboard-response,3,20694,0.0-3.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,"<p style = ""font-size:16px;"">MIT Computational Cognitive Science Lab</p><h4>Press the 'y' key to consent.</h4><div style = ""background-color:#f2f2f2;""><h3>Informed Consent Form</h3><div style=""text-align:left;width:700px;""><p style = ""font-size:16px;"">In this study, you will be asked to read a set of instructions that describe a particular scenario, and you will then be asked to perform a simple task relating to that scenario. There will also be comprehension and attention checks. Participants who do not answer these checks correctly cannot be approved. In order to get credit for this study, you must read all the questions fully and answer honestly. You may only complete this study once. If you complete this study multiple times, you will be rejected.</p><p style = ""font-size:16px;"">This study is part of a MIT scientific research project. Your decision to complete this study is voluntary. There is no way for us to identify you. The only information we will have, in addition to your responses, is the time at which you completed the survey. The results of the research may be presented at scientific meetings or published in scientific journals. Pressing the ""Y"" key indicates that you are at least 18 years of age, and agree to complete this study voluntarily. Press the ""Y"" key to confirm your agreement and continue.</p></div>",,,,
225823,"{""instructions1"":""The terrain and three common destinations in and around a park of a medium-sized town.""}",survey-text,4,246536,0.0-4.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,,instructions,,,
18706,"{""instructions2"":""Yes""}",survey-text,5,265250,0.0-5.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,,instructions,,,
57309,"{""map_attention"":""Maps showing a small city, park, and destinations"",""squares_attention"":""Two terrains (grass and sidewalk) and three destinations (urgent care, bus stop, coffee shop)"",""answer_attention"":""Based on your own best judgment based on the map that you see, as well as your <i>own</i> common sense intuitions about towns and these kinds of destinations in general.""}",survey-multi-choice,6,322561,0.0-6.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,,,"[0,1,2]",,
38278,43,html-slider-response,7,360843,0.0-7.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_coffee_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_coffee_grass_shortest.png
9983,86,html-slider-response,8,370828,0.0-8.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_bus_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_bus_sidewalk_shortest.png
8021,39,html-slider-response,9,378851,0.0-9.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_hospital_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_hospital_grass_shortest.png
9119,42,html-slider-response,10,387971,0.0-10.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_hospital_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_hospital_grass_shortest.png
4195,91,html-slider-response,11,392167,0.0-11.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_hospital_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_hospital_sidewalk_shortest.png
10959,35,html-slider-response,12,403128,0.0-12.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_coffee_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_coffee_grass_wandering.png
7437,26,html-slider-response,13,410566,0.0-13.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_bus_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_bus_grass_shortest.png
11887,36,html-slider-response,14,422454,0.0-14.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_hospital_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_hospital_grass_wandering.png
12149,41,html-slider-response,15,434605,0.0-15.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_bus_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_bus_grass_shortest.png
11536,47,html-slider-response,16,446142,0.0-16.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_coffee_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_coffee_grass_shortest.png
8102,31,html-slider-response,17,454245,0.0-17.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_bus_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_bus_grass_shortest.png
4867,34,html-slider-response,18,459114,0.0-18.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_bus_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_bus_grass_wandering.png
8563,42,html-slider-response,19,467679,0.0-19.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_bus_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_bus_grass_wandering.png
5416,90,html-slider-response,20,473096,0.0-20.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_bus_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_bus_sidewalk_shortest.png
4023,92,html-slider-response,21,477121,0.0-21.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_coffee_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_coffee_sidewalk_shortest.png
5298,87,html-slider-response,22,482421,0.0-22.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_coffee_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_coffee_sidewalk_shortest.png
4744,85,html-slider-response,23,487166,0.0-23.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_bus_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_bus_sidewalk_shortest.png
16814,52,html-slider-response,24,503982,0.0-24.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_hospital_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_hospital_grass_shortest.png
7641,30,html-slider-response,25,511625,0.0-25.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_coffee_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_coffee_grass_wandering.png
9516,37,html-slider-response,26,521143,0.0-26.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_hospital_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_hospital_grass_wandering.png
3803,89,html-slider-response,27,524947,0.0-27.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_hospital_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_hospital_sidewalk_shortest.png
4922,95,html-slider-response,28,529871,0.0-28.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_coffee_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_coffee_sidewalk_shortest.png
6013,35,html-slider-response,29,535886,0.0-29.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_hospital_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_hospital_grass_wandering.png
5786,91,html-slider-response,30,541674,0.0-30.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_hospital_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_hospital_sidewalk_shortest.png
11258,57,html-slider-response,31,552934,0.0-31.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_coffee_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_coffee_grass_shortest.png
5492,35,html-slider-response,32,558428,0.0-32.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_coffee_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_coffee_grass_wandering.png
3512,29,html-slider-response,33,561943,0.0-33.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_bus_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_bus_grass_wandering.png
31462,"[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""No problems were encountered""},{""name"":""age"",""value"":""29""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""""}]",survey-html-form,34,593407,0.0-34.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,,debrief,,,
9005,"{""Q0"":""3oxg2oz15""}",survey-text,35,602415,0.0-35.0,13,1,2024-07-22 20:30:45,c42334ae11bd6e373fa9fec6f52302a2,99.94.174.30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Linux,,https://kgim0x6dyj.cognition.run/,"en-US,en;q=0.9",3oxg2oz15,5c3d07a85a994b0001c10bb2,,,,,,,,,,
3070,"{""prolific_id"":""5da2797f2e89480012ef40cb""}",survey-text,0,3077,0.0-0.0,21,1,2024-07-22 20:34:02,c42334ae11bd6e373fa9fec6f52302a2,67.189.15.106,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lwds8wcdd,5da2797f2e89480012ef40cb,,,,,,,,,,
,,preload,1,4019,0.0-1.0,21,1,2024-07-22 20:34:02,c42334ae11bd6e373fa9fec6f52302a2,67.189.15.106,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lwds8wcdd,5da2797f2e89480012ef40cb,true,false,[],[],[],,,,,
62805, ,html-keyboard-response,2,66823,0.0-2.0,21,1,2024-07-22 20:34:02,c42334ae11bd6e373fa9fec6f52302a2,67.189.15.106,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lwds8wcdd,5da2797f2e89480012ef40cb,,,,,,"<p style=""text-align:center;width:700px;""> Welcome to the experiment! This study takes most people around 10 minutes to complete. Please complete it in one sitting.</p>",,,,
2094,y,html-keyboard-response,3,68918,0.0-3.0,21,1,2024-07-22 20:34:02,c42334ae11bd6e373fa9fec6f52302a2,67.189.15.106,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lwds8wcdd,5da2797f2e89480012ef40cb,,,,,,"<p style = ""font-size:16px;"">MIT Computational Cognitive Science Lab</p><h4>Press the 'y' key to consent.</h4><div style = ""background-color:#f2f2f2;""><h3>Informed Consent Form</h3><div style=""text-align:left;width:700px;""><p style = ""font-size:16px;"">In this study, you will be asked to read a set of instructions that describe a particular scenario, and you will then be asked to perform a simple task relating to that scenario. There will also be comprehension and attention checks. Participants who do not answer these checks correctly cannot be approved. In order to get credit for this study, you must read all the questions fully and answer honestly. You may only complete this study once. If you complete this study multiple times, you will be rejected.</p><p style = ""font-size:16px;"">This study is part of a MIT scientific research project. Your decision to complete this study is voluntary. There is no way for us to identify you. The only information we will have, in addition to your responses, is the time at which you completed the survey. The results of the research may be presented at scientific meetings or published in scientific journals. Pressing the ""Y"" key indicates that you are at least 18 years of age, and agree to complete this study voluntarily. Press the ""Y"" key to confirm your agreement and continue.</p></div>",,,,
15024,"{""instructions1"":""destinations ""}",survey-text,4,83949,0.0-4.0,21,1,2024-07-22 20:34:02,c42334ae11bd6e373fa9fec6f52302a2,67.189.15.106,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",WebKit,Chrome,126.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lwds8wcdd,5da2797f2e89480012ef40cb,,,,,,,instructions,,,
